temperature,time,overcooked
171.5,9.9,0.0
341.1,27.3,1.0
152.8,10.1,0.0
169.5,9.9,0.0
367.0,25.5,1.0
174.2,9.1,0.0
334.2,26.5,1.0
140.3,9.6,0.0
170.6,9.2,0.0
167.0,9.9,0.0
339.9,26.2,1.0
329.1,26.8,1.0
345.6,25.1,1.0
184.5,10.1,0.0
327.0,27.5,1.0
178.7,10.3,0.0
176.9,9.5,0.0
329.1,27.7,1.0
187.3,10.1,0.0
344.2,27.9,1.0
344.7,28.2,1.0
158.1,10.3,0.0
178.0,10.9,0.0
331.0,26.1,1.0
175.8,10.3,0.0
331.3,29.7,1.0
176.6,8.6,0.0
342.9,26.4,1.0
331.6,26.2,1.0
338.9,26.0,1.0
334.5,26.3,1.0
342.3,25.6,1.0
184.0,10.1,0.0
180.4,10.0,0.0
172.5,10.3,0.0
182.3,10.0,0.0
176.7,10.2,0.0
174.1,9.5,0.0
331.4,24.5,1.0
344.4,25.3,1.0
351.8,25.6,1.0
154.7,9.3,0.0
338.3,26.5,1.0
212.1,8.5,0.0
351.0,26.3,1.0
154.9,9.2,0.0
355.0,25.7,1.0
184.2,9.7,0.0
192.3,10.1,0.0
341.9,27.4,1.0
359.2,24.8,1.0
357.1,27.3,1.0
366.0,26.3,1.0
311.6,21.8,1.0
169.1,8.9,0.0
311.3,27.7,1.0
295.5,26.1,1.0
184.2,9.8,0.0
325.8,27.1,1.0
175.8,9.6,0.0
173.5,10.4,0.0
326.4,26.9,1.0
342.9,28.3,1.0
176.6,10.5,0.0
336.0,25.6,1.0
167.1,9.2,0.0
346.8,26.3,1.0
351.9,27.8,1.0
160.2,8.5,0.0
332.2,26.0,1.0
167.2,9.3,0.0
323.9,23.9,1.0
177.7,9.2,0.0
168.4,10.0,0.0
183.6,9.9,0.0
167.7,9.0,0.0
187.5,8.9,0.0
337.3,26.4,1.0
174.4,10.1,0.0
172.3,9.2,0.0
164.1,10.1,0.0
173.1,9.3,0.0
325.0,27.2,1.0
340.6,27.7,1.0
343.9,25.9,1.0
175.8,9.2,0.0
364.7,27.7,1.0
179.4,10.1,0.0
177.1,9.2,0.0
336.7,25.5,1.0
333.6,26.3,1.0
342.4,26.4,1.0
327.7,26.9,1.0
168.2,8.8,0.0
335.6,24.9,1.0
346.5,25.7,1.0
360.6,25.7,1.0
332.6,25.6,1.0
342.5,25.5,1.0
356.3,25.5,1.0
340.1,26.0,1.0
365.1,28.0,1.0
171.6,9.5,0.0
337.8,28.2,1.0
187.0,10.2,0.0
189.4,9.6,0.0
174.6,10.0,0.0
176.8,9.4,0.0
350.0,26.3,1.0
175.2,9.2,0.0
174.5,10.7,0.0
177.1,9.7,0.0
180.6,9.9,0.0
181.1,9.9,0.0
350.1,25.3,1.0
347.4,29.2,1.0
166.2,9.9,0.0
328.6,28.8,1.0
353.1,25.4,1.0
171.7,9.0,0.0
180.0,9.1,0.0
339.8,26.3,1.0
168.0,8.6,0.0
178.2,10.6,0.0
178.1,9.7,0.0
175.0,8.9,0.0
173.0,10.4,0.0
340.7,25.2,1.0
350.5,24.0,1.0
325.5,27.9,1.0
198.8,7.5,0.0
332.6,25.6,1.0
334.6,26.4,1.0
185.7,8.4,0.0
290.0,22.0,1.0
169.2,10.0,0.0
335.7,25.4,1.0
405.2,26.1,1.0
175.7,11.6,0.0
177.0,9.7,0.0
364.9,27.1,1.0
191.5,10.6,0.0
323.9,27.8,1.0
347.2,29.4,1.0
316.9,27.7,1.0
186.7,7.2,0.0
339.6,26.0,1.0
346.8,25.8,1.0
178.6,10.3,0.0
177.9,9.8,0.0
172.4,10.4,0.0
343.8,26.6,1.0
333.9,26.3,1.0
346.4,25.7,1.0
176.0,9.2,0.0
345.0,25.4,1.0
346.9,27.2,1.0
165.6,9.3,0.0
174.3,10.7,0.0
173.7,10.0,0.0
319.7,27.7,1.0
346.4,27.9,1.0
327.9,26.2,1.0
175.8,9.5,0.0
324.6,25.5,1.0
165.4,10.4,0.0
171.0,9.1,0.0
334.8,25.7,1.0
179.2,10.6,0.0
343.5,25.7,1.0
179.1,9.6,0.0
185.4,8.2,0.0
353.9,25.6,1.0
322.6,27.0,1.0
207.0,10.0,0.0
175.7,9.6,0.0
179.9,10.2,0.0
166.6,10.5,0.0
350.0,24.8,1.0
175.8,12.0,0.0
347.6,23.5,1.0
172.6,10.4,0.0
175.9,9.6,0.0
325.3,24.8,1.0
171.2,10.3,0.0
337.9,27.8,1.0
348.4,24.6,1.0
320.0,25.2,1.0
178.6,9.7,0.0
342.8,26.5,1.0
173.7,8.6,0.0
182.2,10.4,0.0
178.9,9.7,0.0
169.0,9.8,0.0
189.6,10.4,0.0
336.2,21.8,1.0
162.2,9.5,0.0
176.7,6.6,0.0
171.5,9.7,0.0
165.9,9.2,0.0
352.6,25.2,1.0
333.2,25.7,1.0
188.4,9.4,0.0
180.1,9.7,0.0
363.9,27.0,1.0
181.3,10.0,0.0
190.5,8.7,0.0
367.5,26.2,1.0
161.9,10.8,0.0
352.2,25.7,1.0
171.9,10.2,0.0
175.4,10.1,0.0
167.0,8.4,0.0
173.3,8.9,0.0
195.0,9.0,0.0
344.0,23.6,1.0
332.0,25.2,1.0
338.9,27.1,1.0
188.2,10.4,0.0
339.8,25.4,1.0
170.5,9.6,0.0
347.9,28.8,1.0
168.8,9.4,0.0
359.9,24.3,1.0
175.8,9.4,0.0
349.9,26.8,1.0
344.4,27.1,1.0
323.6,27.5,1.0
177.4,10.7,0.0
333.6,26.4,1.0
339.9,24.4,1.0
299.4,26.0,1.0
341.8,25.7,1.0
346.2,25.4,1.0
323.0,26.2,1.0
340.9,26.0,1.0
346.9,27.1,1.0
341.8,24.7,1.0
176.8,9.0,0.0
169.0,8.8,0.0
164.0,8.8,0.0
352.9,26.7,1.0
329.7,28.6,1.0
158.5,8.9,0.0
341.0,26.5,1.0
171.4,10.1,0.0
178.1,10.4,0.0
337.8,24.7,1.0
187.3,8.8,0.0
160.3,9.8,0.0
166.2,9.9,0.0
340.7,24.1,1.0
357.0,25.8,1.0
172.1,9.2,0.0
180.9,12.8,0.0
337.9,25.7,1.0
176.7,9.8,0.0
170.5,9.5,0.0
336.6,25.4,1.0
181.1,10.2,0.0
343.4,27.0,1.0
331.7,25.9,1.0
330.1,28.8,1.0
181.5,10.8,0.0
185.0,11.0,0.0
175.0,9.2,0.0
184.8,11.6,0.0
330.1,24.5,1.0
352.1,26.1,1.0
331.6,25.5,1.0
335.1,26.4,1.0
336.2,26.5,1.0
324.3,25.3,1.0
165.4,8.9,0.0
333.0,26.3,1.0
171.2,9.6,0.0
173.7,10.0,0.0
172.8,8.7,0.0
125.0,5.0,0.0
344.9,28.0,1.0
155.8,10.4,0.0
331.1,25.4,1.0
345.7,28.5,1.0
317.9,24.9,1.0
174.0,10.2,0.0
301.3,24.0,1.0
167.3,10.0,0.0
174.3,9.6,0.0
333.5,26.8,1.0
188.0,9.6,0.0
311.8,24.0,1.0
178.7,10.0,0.0
314.4,28.1,1.0
174.8,8.2,0.0
185.1,9.4,0.0
349.2,26.5,1.0
160.4,10.9,0.0
350.5,26.9,1.0
330.4,24.9,1.0
351.5,24.1,1.0
164.8,10.6,0.0
347.4,27.4,1.0
158.2,7.8,0.0
161.8,9.4,0.0
148.3,8.8,0.0
158.7,11.0,0.0
175.3,9.8,0.0
172.6,10.3,0.0
326.7,25.5,1.0
340.1,26.8,1.0
168.8,10.0,0.0
175.2,9.3,0.0
177.9,11.1,0.0
177.9,10.2,0.0
354.2,26.7,1.0
338.3,26.5,1.0
336.6,25.7,1.0
194.7,11.0,0.0
187.5,10.3,0.0
330.4,28.4,1.0
341.2,26.6,1.0
324.8,26.9,1.0
336.0,25.9,1.0
320.1,27.0,1.0
334.6,25.1,1.0
174.6,9.2,0.0
186.4,10.5,0.0
336.9,27.7,1.0
130.0,6.0,0.0
362.3,26.3,1.0
170.4,9.7,0.0
285.0,20.0,1.0
175.1,9.9,0.0
173.9,9.7,0.0
193.2,10.2,0.0
340.1,26.9,1.0
173.1,10.8,0.0
354.9,31.4,1.0
354.5,28.4,1.0
167.1,9.1,0.0
180.3,9.1,0.0
324.5,26.5,1.0
189.6,9.5,0.0
312.5,28.6,1.0
177.1,9.6,0.0
168.2,9.7,0.0
177.7,9.5,0.0
338.9,25.6,1.0
322.6,27.6,1.0
340.9,25.0,1.0
345.0,26.5,1.0
149.9,10.5,0.0
184.4,9.8,0.0
342.4,25.5,1.0
339.1,25.7,1.0
177.4,11.0,0.0
184.5,9.7,0.0
183.6,9.5,0.0
343.3,22.1,1.0
153.9,11.2,0.0
181.9,9.8,0.0
165.6,10.5,0.0
336.1,27.4,1.0
329.9,24.7,1.0
165.0,8.0,0.0
340.5,25.3,1.0
177.2,8.0,0.0
291.6,29.7,1.0
173.4,10.2,0.0
344.0,28.8,1.0
369.4,24.9,1.0
323.3,26.6,1.0
329.7,26.8,1.0
337.6,25.1,1.0
345.1,26.3,1.0
328.0,24.0,1.0
315.6,27.7,1.0
171.1,9.4,0.0
181.6,10.4,0.0
359.8,27.1,1.0
170.5,9.9,0.0
333.8,25.7,1.0
347.4,25.6,1.0
184.9,10.3,0.0
326.7,24.9,1.0
338.4,25.9,1.0
180.6,9.5,0.0
173.4,9.6,0.0
352.3,25.7,1.0
184.2,9.2,0.0
338.3,26.1,1.0
318.8,27.1,1.0
175.4,10.1,0.0
171.3,9.2,0.0
330.7,25.5,1.0
186.9,10.7,0.0
332.5,26.9,1.0
335.8,25.7,1.0
168.5,9.1,0.0
167.6,10.8,0.0
181.1,10.0,0.0
343.2,25.6,1.0
332.4,26.2,1.0
404.0,24.6,1.0
341.5,27.2,1.0
360.9,25.8,1.0
337.6,26.7,1.0
162.7,9.9,0.0
169.8,9.9,0.0
172.6,10.1,0.0
180.6,9.2,0.0
329.3,27.1,1.0
177.9,10.5,0.0
341.2,26.0,1.0
200.8,10.6,0.0
176.2,10.0,0.0
170.8,9.7,0.0
343.0,26.0,1.0
175.7,9.3,0.0
346.2,26.0,1.0
342.4,26.5,1.0
174.1,9.5,0.0
348.4,24.4,1.0
330.0,25.9,1.0
339.2,26.3,1.0
267.6,25.8,1.0
176.4,8.7,0.0
182.8,9.7,0.0
177.3,8.7,0.0
176.7,9.0,0.0
333.9,24.9,1.0
334.5,26.5,1.0
333.3,25.4,1.0
177.1,9.4,0.0
350.5,26.8,1.0
170.6,9.0,0.0
340.6,25.5,1.0
341.5,25.7,1.0
333.0,27.6,1.0
151.3,9.1,0.0
348.5,24.4,1.0
150.8,7.5,0.0
188.3,10.1,0.0
157.5,10.3,0.0
175.7,9.1,0.0
174.6,10.0,0.0
175.4,10.1,0.0
174.2,10.0,0.0
338.4,26.2,1.0
344.3,24.5,1.0
178.9,9.8,0.0
159.7,12.2,0.0
170.7,10.0,0.0
180.2,13.2,0.0
158.7,11.0,0.0
184.0,9.0,0.0
337.2,26.4,1.0
343.2,25.5,1.0
181.2,9.7,0.0
176.3,10.0,0.0
331.7,25.0,1.0
174.7,10.4,0.0
387.1,29.3,1.0
175.3,9.6,0.0
189.2,10.9,0.0
165.8,7.8,0.0
178.7,10.1,0.0
169.1,9.7,0.0
181.3,12.2,0.0
344.7,25.9,1.0
328.6,26.1,1.0
188.3,8.7,0.0
170.9,8.9,0.0
176.6,9.3,0.0
325.7,25.6,1.0
368.5,26.6,1.0
331.7,26.6,1.0
171.2,9.0,0.0
164.5,9.1,0.0
162.4,7.5,0.0
337.5,27.1,1.0
176.8,9.5,0.0
177.1,10.3,0.0
340.5,27.9,1.0
338.4,27.3,1.0
330.6,26.8,1.0
332.8,26.6,1.0
341.2,25.8,1.0
182.3,9.8,0.0
341.1,25.9,1.0
337.9,27.8,1.0
337.8,28.0,1.0
344.2,27.9,1.0
344.5,27.4,1.0
171.5,9.0,0.0
327.1,26.1,1.0
173.3,9.2,0.0
348.5,25.4,1.0
180.9,11.7,0.0
157.1,10.5,0.0
227.0,11.6,0.0
321.4,27.7,1.0
166.7,9.5,0.0
336.2,26.3,1.0
327.1,26.5,1.0
167.7,9.0,0.0
166.9,9.4,0.0
355.8,24.9,1.0
195.1,11.4,0.0
168.9,11.3,0.0
194.0,10.4,0.0
169.1,9.6,0.0
365.8,28.9,1.0
347.7,25.2,1.0
175.2,10.6,0.0
349.2,24.2,1.0
175.9,10.1,0.0
194.7,8.5,0.0
323.6,23.7,1.0
179.8,11.4,0.0
179.9,10.8,0.0
341.1,23.1,1.0
162.5,11.4,0.0
171.6,10.6,0.0
338.4,26.5,1.0
331.0,23.2,1.0
353.9,26.4,1.0
337.7,26.9,1.0
177.4,9.3,0.0
174.5,10.0,0.0
178.4,9.7,0.0
322.4,25.2,1.0
180.5,9.7,0.0
173.5,8.5,0.0
334.3,28.1,1.0
375.1,26.2,1.0
158.8,9.7,0.0
174.0,10.2,0.0
331.0,25.5,1.0
337.7,26.4,1.0
333.7,26.4,1.0
354.6,25.1,1.0
340.0,26.7,1.0
349.4,25.9,1.0
340.7,28.1,1.0
347.7,24.4,1.0
331.6,26.7,1.0
175.8,8.7,0.0
337.6,28.9,1.0
177.2,10.8,0.0
172.0,9.7,0.0
337.1,30.4,1.0
171.4,9.9,0.0
343.8,28.3,1.0
175.3,10.5,0.0
165.5,9.5,0.0
332.9,25.7,1.0
331.9,26.6,1.0
335.2,27.2,1.0
328.2,26.8,1.0
347.1,25.6,1.0
190.0,9.3,0.0
410.0,34.0,1.0
174.8,10.4,0.0
190.6,10.3,0.0
326.3,24.3,1.0
167.2,9.5,0.0
179.5,9.6,0.0
356.0,26.0,1.0
176.1,8.0,0.0
201.9,7.8,0.0
313.9,22.5,1.0
184.5,10.2,0.0
331.9,24.8,1.0
176.6,8.8,0.0
345.3,27.3,1.0
300.2,20.4,1.0
298.2,24.2,1.0
176.8,11.3,0.0
171.8,9.6,0.0
342.1,25.7,1.0
360.7,25.1,1.0
187.2,8.0,0.0
172.3,9.4,0.0
171.6,9.6,0.0
356.0,23.0,1.0
325.7,25.4,1.0
174.5,9.6,0.0
176.9,9.4,0.0
172.3,9.7,0.0
169.3,9.9,0.0
177.2,9.7,0.0
339.3,27.6,1.0
334.5,24.5,1.0
379.6,24.7,1.0
176.8,8.5,0.0
359.5,26.1,1.0
176.9,10.3,0.0
342.0,26.3,1.0
367.3,26.0,1.0
325.4,24.8,1.0
170.8,9.6,0.0
169.2,10.1,0.0
175.0,9.1,0.0
346.8,24.9,1.0
350.1,26.7,1.0
176.3,10.4,0.0
173.2,11.7,0.0
176.7,9.8,0.0
347.6,25.6,1.0
329.2,25.4,1.0
179.9,8.8,0.0
369.5,23.9,1.0
171.3,9.6,0.0
176.3,9.1,0.0
343.2,26.3,1.0
334.8,27.1,1.0
170.9,10.2,0.0
173.5,10.3,0.0
320.7,25.3,1.0
342.1,24.4,1.0
174.8,10.3,0.0
175.3,9.7,0.0
343.4,25.2,1.0
175.9,10.2,0.0
186.0,12.0,0.0
162.8,9.4,0.0
178.7,10.2,0.0
167.4,9.0,0.0
175.8,8.6,0.0
340.5,27.0,1.0
168.6,10.1,0.0
355.8,28.2,1.0
169.6,9.6,0.0
336.1,26.8,1.0
343.4,24.7,1.0
346.3,26.6,1.0
174.6,7.9,0.0
341.1,25.0,1.0
338.1,25.1,1.0
182.8,9.0,0.0
167.3,11.7,0.0
336.3,22.9,1.0
171.0,8.6,0.0
341.3,24.2,1.0
173.3,10.5,0.0
162.9,10.1,0.0
332.9,26.0,1.0
159.7,10.0,0.0
162.6,9.7,0.0
322.2,26.8,1.0
377.2,28.1,1.0
352.9,27.1,1.0
345.2,26.5,1.0
178.9,9.8,0.0
179.2,6.7,0.0
349.6,25.4,1.0
337.2,27.4,1.0
170.5,9.5,0.0
343.1,27.1,1.0
169.8,9.3,0.0
178.7,10.4,0.0
346.3,26.7,1.0
349.0,24.7,1.0
181.8,9.8,0.0
386.3,28.8,1.0
326.4,21.2,1.0
317.6,27.9,1.0
175.7,9.4,0.0
178.8,7.8,0.0
338.3,27.8,1.0
170.8,10.7,0.0
326.2,25.3,1.0
364.3,24.5,1.0
188.8,8.5,0.0
163.6,9.4,0.0
178.2,11.1,0.0
168.7,10.3,0.0
337.4,27.2,1.0
187.9,8.8,0.0
184.0,9.8,0.0
342.0,24.2,1.0
187.2,9.8,0.0
178.0,9.3,0.0
304.6,28.1,1.0
335.4,25.4,1.0
154.9,10.4,0.0
154.3,7.7,0.0
179.9,8.8,0.0
175.6,9.2,0.0
180.0,9.7,0.0
362.4,29.1,1.0
179.7,10.0,0.0
331.7,26.8,1.0
337.8,24.8,1.0
329.0,25.3,1.0
172.3,10.4,0.0
378.9,25.8,1.0
180.7,9.7,0.0
322.0,25.0,1.0
320.6,27.7,1.0
333.3,28.5,1.0
169.0,9.2,0.0
167.6,10.1,0.0
346.5,27.3,1.0
159.5,9.7,0.0
337.1,26.5,1.0
166.9,9.0,0.0
168.4,9.0,0.0
172.4,9.5,0.0
339.4,25.4,1.0
166.6,8.9,0.0
168.9,9.7,0.0
345.5,25.0,1.0
177.2,9.4,0.0
179.8,9.7,0.0
325.8,26.8,1.0
325.8,27.6,1.0
343.1,23.5,1.0
307.4,26.0,1.0
374.1,27.6,1.0
170.6,9.6,0.0
173.3,10.1,0.0
172.5,9.8,0.0
185.2,10.0,0.0
289.9,22.7,1.0
342.6,25.6,1.0
172.3,9.9,0.0
338.3,27.6,1.0
175.8,8.8,0.0
186.1,12.2,0.0
175.0,10.6,0.0
196.0,10.5,0.0
333.0,27.2,1.0
330.2,27.1,1.0
210.0,13.0,0.0
337.5,24.6,1.0
167.9,10.2,0.0
316.2,25.1,1.0
145.0,7.0,0.0
349.3,25.3,1.0
340.4,25.1,1.0
175.5,9.4,0.0
324.1,26.8,1.0
334.2,24.4,1.0
176.8,10.6,0.0
333.0,27.7,1.0
340.7,27.1,1.0
175.8,9.4,0.0
174.0,10.4,0.0
339.0,25.5,1.0
337.9,25.6,1.0
180.7,10.0,0.0
175.8,9.6,0.0
330.4,28.2,1.0
340.4,26.1,1.0
172.8,9.1,0.0
184.1,10.3,0.0
163.6,9.7,0.0
206.6,10.5,0.0
166.3,11.2,0.0
339.9,25.2,1.0
179.0,11.9,0.0
338.7,25.1,1.0
142.8,9.7,0.0
135.0,7.0,0.0
374.9,25.9,1.0
324.5,29.5,1.0
168.6,7.4,0.0
332.4,25.7,1.0
330.2,27.0,1.0
344.0,28.0,1.0
317.9,27.9,1.0
179.4,10.3,0.0
351.4,28.8,1.0
181.5,11.1,0.0
337.8,25.5,1.0
340.7,28.4,1.0
332.4,24.9,1.0
185.5,11.0,0.0
184.4,9.4,0.0
167.6,9.5,0.0
332.8,26.5,1.0
177.7,9.4,0.0
191.2,11.0,0.0
349.9,24.4,1.0
352.0,25.2,1.0
181.8,10.2,0.0
177.4,10.1,0.0
353.4,28.7,1.0
176.4,9.5,0.0
158.6,10.6,0.0
172.9,9.3,0.0
333.2,25.5,1.0
174.2,10.1,0.0
173.2,9.3,0.0
169.7,9.9,0.0
186.3,8.9,0.0
347.5,26.7,1.0
339.9,24.7,1.0
358.7,26.9,1.0
176.8,10.2,0.0
178.1,11.8,0.0
175.1,9.9,0.0
177.8,10.5,0.0
327.6,24.5,1.0
175.9,8.5,0.0
340.5,28.3,1.0
169.1,10.1,0.0
363.1,25.6,1.0
168.7,9.4,0.0
333.3,27.2,1.0
355.8,30.6,1.0
183.0,9.4,0.0
181.5,8.9,0.0
171.9,9.1,0.0
384.9,27.5,1.0
345.6,25.3,1.0
177.7,9.7,0.0
168.5,10.1,0.0
177.3,9.3,0.0
170.4,9.6,0.0
321.7,24.5,1.0
165.9,9.5,0.0
331.8,25.1,1.0
178.2,9.8,0.0
167.4,10.0,0.0
178.5,10.4,0.0
173.1,10.3,0.0
181.5,10.2,0.0
183.8,9.3,0.0
175.8,9.3,0.0
332.5,26.7,1.0
175.0,8.3,0.0
356.2,25.5,1.0
202.6,7.6,0.0
343.0,27.1,1.0
339.7,26.0,1.0
173.8,9.1,0.0
173.6,11.3,0.0
168.4,8.8,0.0
331.0,23.5,1.0
345.4,27.2,1.0
177.7,10.5,0.0
347.3,25.9,1.0
363.7,25.4,1.0
185.1,13.3,0.0
166.3,10.1,0.0
166.7,10.4,0.0
176.5,8.4,0.0
350.0,25.7,1.0
334.9,26.1,1.0
326.1,27.1,1.0
183.8,10.6,0.0
375.8,26.4,1.0
324.2,26.0,1.0
178.5,11.5,0.0
183.6,10.5,0.0
333.3,26.5,1.0
172.0,9.5,0.0
175.1,9.0,0.0
181.6,9.4,0.0
174.4,9.2,0.0
177.5,11.0,0.0
328.5,25.8,1.0
335.4,25.0,1.0
333.7,23.6,1.0
185.1,9.6,0.0
326.8,27.8,1.0
168.9,9.4,0.0
179.3,9.0,0.0
332.6,27.3,1.0
338.4,26.6,1.0
178.4,10.7,0.0
200.5,9.9,0.0
174.0,10.0,0.0
345.9,25.7,1.0
177.7,9.7,0.0
180.3,10.0,0.0
182.3,10.2,0.0
177.5,8.7,0.0
338.6,27.1,1.0
200.0,12.0,0.0
180.2,9.1,0.0
337.7,28.2,1.0
358.2,26.3,1.0
162.1,9.4,0.0
305.3,29.6,1.0
335.9,26.8,1.0
354.6,26.3,1.0
187.6,9.4,0.0
337.3,26.8,1.0
340.2,25.7,1.0
343.5,26.1,1.0
342.0,26.0,1.0
171.5,10.2,0.0
315.5,25.0,1.0
175.1,9.6,0.0
177.5,9.3,0.0
168.2,9.1,0.0
339.5,26.6,1.0
169.9,11.0,0.0
178.9,9.7,0.0
175.6,9.2,0.0
323.5,28.2,1.0
324.3,27.2,1.0
343.6,26.4,1.0
185.5,10.3,0.0
333.5,26.6,1.0
347.2,27.5,1.0
336.0,25.8,1.0
337.4,26.4,1.0
341.8,25.7,1.0
170.5,11.1,0.0
164.4,9.8,0.0
175.1,9.2,0.0
325.2,26.8,1.0
178.7,10.3,0.0
342.4,26.3,1.0
165.7,9.5,0.0
348.1,27.7,1.0
323.4,27.1,1.0
356.8,23.1,1.0
329.8,26.2,1.0
185.2,9.5,0.0
177.3,9.5,0.0
339.9,25.1,1.0
180.1,9.2,0.0
341.3,24.8,1.0
170.1,9.6,0.0
192.2,9.2,0.0
317.4,27.1,1.0
324.5,26.6,1.0
338.3,26.0,1.0
169.7,9.0,0.0
341.2,25.8,1.0
334.6,25.9,1.0
173.7,10.3,0.0
323.8,26.9,1.0
187.2,10.0,0.0
178.5,10.0,0.0
349.7,26.4,1.0
339.0,25.7,1.0
131.0,11.1,0.0
331.2,24.7,1.0
313.2,32.5,1.0
335.8,25.1,1.0
333.9,25.8,1.0
180.7,10.2,0.0
177.2,10.3,0.0
176.3,7.5,0.0
318.8,27.9,1.0
301.5,27.3,1.0
339.2,25.6,1.0
186.9,9.8,0.0
337.8,26.8,1.0
163.5,9.8,0.0
338.8,25.7,1.0
329.3,24.0,1.0
342.5,27.4,1.0
177.4,9.5,0.0
332.8,25.3,1.0
175.1,9.6,0.0
339.8,25.3,1.0
335.6,27.7,1.0
178.3,9.7,0.0
173.4,10.2,0.0
321.6,23.5,1.0
160.5,9.3,0.0
348.1,25.7,1.0
335.4,26.3,1.0
359.1,26.1,1.0
339.6,25.3,1.0
177.3,10.8,0.0
178.3,9.0,0.0
348.1,25.5,1.0
339.1,27.4,1.0
342.2,28.1,1.0
342.3,29.1,1.0
337.6,26.4,1.0
314.2,26.1,1.0
323.4,24.6,1.0
334.7,25.9,1.0
174.4,9.3,0.0
338.0,27.2,1.0
184.9,10.2,0.0
340.6,25.0,1.0
333.1,26.2,1.0
284.8,23.4,1.0
181.8,10.4,0.0
180.0,10.3,0.0
169.8,9.9,0.0
334.6,26.6,1.0
344.5,29.9,1.0
205.0,13.0,0.0
319.1,26.7,1.0
353.3,27.1,1.0
329.3,25.5,1.0
170.9,10.6,0.0
168.7,10.0,0.0
202.7,7.5,0.0
175.1,9.1,0.0
341.8,27.9,1.0
333.0,26.8,1.0
153.3,9.2,0.0
180.2,10.9,0.0
331.8,23.7,1.0
318.1,21.4,1.0
179.8,9.6,0.0
333.0,26.4,1.0
342.8,24.2,1.0
180.2,10.8,0.0
332.5,25.6,1.0
331.7,26.3,1.0
358.0,27.0,1.0
179.5,10.5,0.0
167.2,11.5,0.0
340.1,25.1,1.0
325.7,26.7,1.0
331.8,26.5,1.0
365.0,29.0,1.0
190.0,11.0,0.0
349.5,25.4,1.0
172.0,9.3,0.0
169.5,8.8,0.0
177.5,9.3,0.0
195.7,10.7,0.0
169.6,9.5,0.0
181.2,10.3,0.0
183.8,15.9,0.0
165.2,9.6,0.0
167.8,10.7,0.0
170.3,9.9,0.0
170.2,9.6,0.0
174.4,10.6,0.0
172.4,10.4,0.0
179.2,11.2,0.0
171.5,9.8,0.0
346.1,27.6,1.0
345.2,26.3,1.0
329.4,26.0,1.0
319.6,24.2,1.0
335.6,26.1,1.0
162.3,9.8,0.0
169.2,9.5,0.0
354.6,27.2,1.0
328.6,26.9,1.0
337.3,24.2,1.0
179.4,10.3,0.0
177.5,9.3,0.0
341.8,24.6,1.0
362.0,27.5,1.0
328.2,26.5,1.0
178.8,10.1,0.0
167.4,9.3,0.0
169.4,11.4,0.0
345.3,25.9,1.0
177.1,9.4,0.0
160.4,10.2,0.0
169.3,10.2,0.0
163.4,10.1,0.0
170.1,9.3,0.0
176.8,8.4,0.0
168.7,9.7,0.0
179.6,10.6,0.0
195.0,12.0,0.0
180.2,10.0,0.0
173.9,10.0,0.0
342.0,25.6,1.0
176.4,9.1,0.0
343.4,27.6,1.0
215.0,14.0,0.0
120.0,5.0,0.0
339.1,26.9,1.0
172.7,10.1,0.0
176.0,10.2,0.0
322.6,27.0,1.0
178.7,8.9,0.0
338.0,27.5,1.0
177.4,9.7,0.0
177.4,10.4,0.0
171.4,10.9,0.0
174.6,12.3,0.0
347.3,23.6,1.0
335.8,25.4,1.0
186.8,9.9,0.0
338.4,27.4,1.0
182.4,9.5,0.0
170.6,9.9,0.0
183.1,9.8,0.0
344.6,26.1,1.0
174.2,8.9,0.0
177.9,8.5,0.0
351.1,23.5,1.0
351.5,27.0,1.0
331.7,23.3,1.0
346.8,25.0,1.0
337.8,27.2,1.0
339.7,26.4,1.0
171.2,10.3,0.0
174.9,9.3,0.0
344.5,28.3,1.0
178.7,6.6,0.0
348.8,25.5,1.0
167.4,10.0,0.0
333.1,23.9,1.0
170.6,10.2,0.0
176.9,10.1,0.0
181.3,10.3,0.0
318.0,25.1,1.0
177.7,10.2,0.0
327.3,26.8,1.0
340.7,26.5,1.0
168.7,10.1,0.0
171.5,10.3,0.0
337.0,22.3,1.0
320.0,24.8,1.0
182.2,10.2,0.0
333.2,26.5,1.0
268.8,28.7,1.0
333.6,27.5,1.0
339.8,26.8,1.0
311.5,26.1,1.0
189.5,9.3,0.0
175.6,9.3,0.0
339.8,25.9,1.0
337.8,26.8,1.0
325.8,27.3,1.0
186.8,9.1,0.0
351.8,27.0,1.0
323.7,24.9,1.0
171.6,9.3,0.0
173.6,9.4,0.0
327.5,26.8,1.0
184.8,10.2,0.0
356.4,25.0,1.0
340.9,27.1,1.0
363.6,26.2,1.0
340.1,25.7,1.0
191.0,8.5,0.0
340.2,24.0,1.0
380.0,29.0,1.0
345.2,26.6,1.0
171.1,9.2,0.0
304.6,30.3,1.0
318.3,25.0,1.0
180.2,10.9,0.0
177.6,9.4,0.0
175.5,9.5,0.0
180.1,10.2,0.0
174.8,10.3,0.0
163.7,9.3,0.0
185.9,10.3,0.0
174.1,10.0,0.0
180.7,10.8,0.0
170.5,9.7,0.0
168.4,9.5,0.0
331.6,26.8,1.0
331.1,27.6,1.0
171.8,9.9,0.0
341.0,26.5,1.0
174.5,9.7,0.0
347.7,27.2,1.0
185.3,9.7,0.0
168.6,10.1,0.0
